,Char,Team,Batting Pos.,Hits,At Bats,Singles,Doubles,Triples,Homeruns,Total Bases,RBIs,Walks Taken,Sac Flys,Plate Appearances,Steals,Runs,Big Plays,IP,Earned Runs,K's,Walks Pitched,Hits Allowed,Wins,Pitches,Star Pitches
214,Shy Guy(B) 1,Vickless,7,1,2,1,0,0,0,1,0,0,0,2,0,0,1,0.0,0,0,0,0,0,0,0
215,Birdo 1,Vickless,8,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0.0,0,0,0,0,0,0,0
216,Paratroopa(G) 1,Buffcat,0,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
217,DK 1,Buffcat,1,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0.0,0,0,0,0,0,0,0
218,Birdo 1,Buffcat,2,1,2,1,0,0,0,1,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
219,Shy Guy(Y) 1,Buffcat,3,1,2,1,0,0,0,1,0,0,0,2,0,0,0,3.333333,7,0,0,11,0,31,0
220,Shy Guy(B) 1,Buffcat,4,1,2,1,0,0,0,1,0,0,0,2,0,0,1,0.0,0,0,0,0,0,0,0
221,DK 2,Buffcat,5,2,2,0,1,0,1,6,1,0,0,2,0,1,1,0.0,0,0,0,0,0,0,0
222,Luigi 1,Buffcat,6,1,2,1,0,0,0,1,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
223,Paratroopa(R) 1,Buffcat,7,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1.0,4,1,0,7,1,28,0
224,Shy Guy(G) 1,Buffcat,8,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
225,Dry Bones(G) 1,Cezarito,0,4,4,3,1,0,0,5,1,0,0,4,0,3,0,0.0,0,0,0,0,0,0,0
226,Bowser 1,Cezarito,1,2,4,1,0,0,1,5,2,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
227,Magikoopa(G) 1,Cezarito,2,3,4,2,1,0,0,4,3,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
228,Bowser Jr 1,Cezarito,3,2,4,1,1,0,0,3,1,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
229,Bowser Jr 2,Cezarito,4,1,2,0,1,0,0,2,1,0,1,3,0,0,0,0.0,0,0,0,0,0,0,0
230,Birdo 1,Cezarito,5,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
231,Petey 1,Cezarito,6,2,3,1,1,0,0,3,1,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
232,Petey 2,Cezarito,7,2,3,0,1,0,1,6,2,0,0,3,0,2,1,0.0,0,0,0,0,0,0,0
233,Paragoomba 1,Cezarito,8,1,3,1,0,0,0,1,0,0,0,3,0,1,0,5.0,1,8,0,7,0,53,0
234,Noki(G) 1,Vickless,0,2,4,2,0,0,0,2,1,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
235,Petey 1,Vickless,1,1,4,1,0,0,0,1,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
236,Mario 1,Vickless,2,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
237,Luigi 1,Vickless,3,2,3,2,0,0,0,2,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
238,Daisy 1,Vickless,4,1,3,1,0,0,0,1,1,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
239,Paratroopa(G) 1,Vickless,5,1,3,1,0,0,0,1,1,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
240,Koopa(R) 1,Vickless,6,1,3,0,1,0,0,2,2,0,0,3,0,1,0,7.0,1,7,0,7,1,85,0
241,Yoshi 1,Vickless,7,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
242,Birdo 1,Vickless,8,1,3,1,0,0,0,1,1,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
243,Magikoopa(B) 1,Balamb,0,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
244,Boo 1,Balamb,1,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
245,Magikoopa(R) 1,Balamb,2,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
246,Wario 1,Balamb,3,1,3,0,1,0,0,2,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
247,Wario 2,Balamb,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
248,Daisy 1,Balamb,5,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
249,Daisy 2,Balamb,6,1,3,0,1,0,0,2,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
250,Daisy 3,Balamb,7,2,3,1,0,0,1,5,1,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
251,Shy Guy(Y) 1,Balamb,8,0,3,0,0,0,0,0,0,0,0,3,0,0,0,7.0,6,8,0,9,0,79,0
252,Wario 1,Plovely,0,2,4,2,0,0,0,2,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
253,Boo 1,Plovely,1,1,4,1,0,0,0,1,0,0,0,4,0,0,0,6.0,2,4,0,6,0,58,0
254,Pianta(B) 1,Plovely,2,2,2,2,0,0,0,2,0,2,0,4,0,0,0,0.0,0,0,0,0,0,0,0
255,Yoshi 1,Plovely,3,0,4,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
256,Yoshi 2,Plovely,4,3,4,3,0,0,0,3,0,0,0,4,0,2,2,0.0,0,0,0,0,0,0,0
257,Luigi 1,Plovely,5,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
258,Mario 1,Plovely,6,1,2,1,0,0,0,1,0,1,0,3,0,1,0,0.0,0,0,0,0,0,0,0
259,Toadsworth 1,Plovely,7,1,3,1,0,0,0,1,1,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
260,Toad(R) 1,Plovely,8,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0.0,0,0,0,0,0,0,0
261,Magikoopa(B) 1,Bmills,0,1,3,1,0,0,0,1,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
262,Boo 1,Bmills,1,1,3,1,0,0,0,1,0,0,0,3,0,0,0,6.666667,1,2,4,11,0,75,0
263,Magikoopa(Y) 1,Bmills,2,2,3,2,0,0,0,2,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
264,Bowser Jr 1,Bmills,3,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
265,Noki(B) 1,Bmills,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
266,Pianta(Y) 1,Bmills,5,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
267,Dry Bones(G) 1,Bmills,6,1,2,0,0,0,1,4,1,0,0,2,0,1,0,0.0,0,0,0,0,0,0,0
268,Wario 1,Bmills,7,1,2,0,0,0,1,4,1,0,0,2,0,2,1,0.0,0,0,0,0,0,0,0
269,Wario 2,Bmills,8,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0.0,0,0,0,0,0,0,0
270,Paratroopa(G) 1,Buffcat,0,1,3,1,0,0,0,1,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
271,DK 1,Buffcat,1,1,3,0,0,0,1,4,2,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
272,Birdo 1,Buffcat,2,1,3,0,1,0,0,2,0,0,0,3,0,0,3,0.0,0,0,0,0,0,0,0
273,Shy Guy(B) 1,Buffcat,3,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
274,DK 2,Buffcat,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,6.0,3,1,0,7,0,53,0
275,Shy Guy(Y) 1,Buffcat,5,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
276,Luigi 1,Buffcat,6,1,3,1,0,0,0,1,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
277,Diddy 1,Buffcat,7,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
278,Paratroopa(R) 1,Buffcat,8,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
279,Dry Bones(G) 1,Bmills,0,2,3,2,0,0,0,2,0,0,0,3,0,2,0,0.0,0,0,0,0,0,0,0
280,Bowser 1,Bmills,1,1,3,0,0,0,1,4,2,0,0,3,0,1,1,0.0,0,0,0,0,0,0,0
281,Magikoopa(Y) 1,Bmills,2,3,3,3,0,0,0,3,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
282,Boo 1,Bmills,3,1,2,1,0,0,0,1,1,0,1,3,0,0,0,0.0,0,0,0,0,0,0,0
283,Wario 1,Bmills,4,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
284,Wario 2,Bmills,5,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
285,Noki(B) 1,Bmills,6,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
286,Pianta(Y) 1,Bmills,7,0,2,0,0,0,0,0,0,0,0,2,0,0,0,7.0,2,5,0,7,0,53,0
287,Bowser Jr 1,Bmills,8,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0.0,0,0,0,0,0,0,0
288,Waluigi 1,Super63,0,2,3,2,0,0,0,2,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
289,Noki(G) 1,Super63,1,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
290,King Boo 1,Super63,2,1,3,1,0,0,0,1,1,0,0,3,1,0,0,0.0,0,0,0,0,0,0,0
291,Birdo 1,Super63,3,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
292,Shy Guy(Bk) 1,Super63,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
293,Mario 1,Super63,5,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
294,Diddy 1,Super63,6,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
295,Dixie 1,Super63,7,1,3,1,0,0,0,1,0,0,0,3,0,0,0,6.0,2,5,1,7,1,84,0
296,Toad(P) 1,Super63,8,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0.0,0,0,0,0,0,0,0
297,Noki(G) 1,Hellzhero,0,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
298,Magikoopa(R) 1,Hellzhero,1,2,3,2,0,0,0,2,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
299,Bro(B) 1,Hellzhero,2,1,2,1,0,0,0,1,0,1,0,3,0,0,0,0.0,0,0,0,0,0,0,0
300,Toadette 1,Hellzhero,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
301,Peach 1,Hellzhero,4,1,3,0,0,0,1,4,1,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
302,Daisy 1,Hellzhero,5,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
303,Daisy 2,Hellzhero,6,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
304,Koopa(R) 1,Hellzhero,7,1,3,0,0,0,1,4,1,0,0,3,0,1,0,7.0,1,7,2,5,0,98,0
305,Baby Mario 1,Hellzhero,8,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
306,Toad(P) 1,Flatbread,0,1,2,0,1,0,0,2,0,1,0,3,0,1,0,0.0,0,0,0,0,0,0,0
307,Luigi 1,Flatbread,1,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
308,Pianta(Y) 1,Flatbread,2,2,3,1,1,0,0,3,1,0,0,3,0,0,0,6.0,4,4,0,11,0,61,0
309,Pianta(B) 1,Flatbread,3,2,3,2,0,0,0,2,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
310,Magikoopa(G) 1,Flatbread,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
311,Waluigi 1,Flatbread,5,1,3,0,1,0,0,2,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
312,Wario 1,Flatbread,6,1,3,0,1,0,0,2,1,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
313,Bowser Jr 1,Flatbread,7,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
314,Toadette 1,Flatbread,8,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
315,Magikoopa(B) 1,Balamb,0,1,3,1,0,0,0,1,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
316,Boo 1,Balamb,1,1,3,1,0,0,0,1,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
317,Magikoopa(R) 1,Balamb,2,3,3,3,0,0,0,3,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
318,Wario 1,Balamb,3,1,3,0,1,0,0,2,1,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
319,Wario 2,Balamb,4,1,3,0,1,0,0,2,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
320,Daisy 1,Balamb,5,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
321,Daisy 2,Balamb,6,3,3,2,0,0,1,6,3,0,0,3,0,1,1,0.0,0,0,0,0,0,0,0
322,Daisy 3,Balamb,7,1,3,1,0,0,0,1,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
323,Shy Guy(Y) 1,Balamb,8,0,3,0,0,0,0,0,0,0,0,3,0,0,0,7.0,2,2,1,8,0,60,0
324,Paratroopa(G) 1,BennyOkay,0,4,4,4,0,0,0,4,0,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
325,King Boo 1,BennyOkay,1,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
326,Boo 1,BennyOkay,2,2,3,2,0,0,0,2,1,0,1,4,0,1,0,7.0,4,2,0,15,1,55,0
327,Noki(G) 1,BennyOkay,3,1,3,1,0,0,0,1,1,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
328,Pianta(R) 1,BennyOkay,4,1,3,1,0,0,0,1,0,0,0,3,0,1,1,0.0,0,0,0,0,0,0,0
329,Noki(R) 1,BennyOkay,5,1,3,0,0,0,1,4,4,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
330,Dry Bones(Gy) 1,BennyOkay,6,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
331,Baby Luigi 1,BennyOkay,7,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
332,Goomba 1,BennyOkay,8,1,3,1,0,0,0,1,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
333,Magikoopa(B) 1,Clutch1908,0,2,4,2,0,0,0,2,0,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
334,Bro(B) 1,Clutch1908,1,3,4,2,1,0,0,4,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
335,Dry Bones(G) 1,Clutch1908,2,0,4,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
336,Dry Bones(R) 1,Clutch1908,3,2,4,1,1,0,0,3,1,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
337,Mario 1,Clutch1908,4,2,4,2,0,0,0,2,0,0,0,4,0,0,2,0.0,0,0,0,0,0,0,0
338,Peach 1,Clutch1908,5,1,4,1,0,0,0,1,0,0,0,4,0,1,0,7.0,6,2,0,10,0,64,0
339,Toadette 1,Clutch1908,6,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
340,Toadsworth 1,Clutch1908,7,3,3,3,0,0,0,3,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
341,Toad(G) 1,Clutch1908,8,2,3,0,1,0,1,6,3,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
342,Noki(G) 1,Hellzhero,0,4,5,4,0,0,0,4,0,0,0,5,0,2,0,0.0,0,0,0,0,0,0,0
343,Magikoopa(R) 1,Hellzhero,1,2,5,2,0,0,0,2,0,0,0,5,0,1,0,0.0,0,0,0,0,0,0,0
344,Bro(B) 1,Hellzhero,2,3,5,1,1,0,1,7,4,0,0,5,0,2,0,0.0,0,0,0,0,0,0,0
345,Toadette 1,Hellzhero,3,1,4,1,0,0,0,1,1,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
346,Peach 1,Hellzhero,4,3,5,2,0,0,1,6,3,0,0,5,0,3,0,6.0,3,7,0,8,1,73,0
347,Daisy 1,Hellzhero,5,2,4,2,0,0,0,2,0,0,0,4,0,3,0,0.0,0,0,0,0,0,0,0
348,Daisy 2,Hellzhero,6,2,4,1,1,0,0,3,2,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
349,Toad(Y) 1,Hellzhero,7,2,3,0,0,1,1,7,4,1,0,4,0,3,0,0.0,0,0,0,0,0,0,0
350,Baby Mario 1,Hellzhero,8,1,3,1,0,0,0,1,1,0,0,3,1,1,0,0.0,0,0,0,0,0,0,0
351,Dry Bones(G) 1,Bmills,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
352,Bowser 1,Bmills,1,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
353,Magikoopa(Y) 1,Bmills,2,3,3,2,0,0,1,6,1,0,0,3,0,2,0,0.0,0,0,0,0,0,0,0
354,Boo 1,Bmills,3,1,3,1,0,0,0,1,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
355,Wario 1,Bmills,4,1,3,1,0,0,0,1,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
356,Wario 2,Bmills,5,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
357,Noki(B) 1,Bmills,6,2,3,1,1,0,0,3,1,0,0,3,0,1,1,1.333333,8,0,0,9,0,22,0
358,Pianta(Y) 1,Bmills,7,1,3,1,0,0,0,1,0,0,0,3,0,0,0,4.666667,7,1,1,11,0,65,0
359,Bowser Jr 1,Bmills,8,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0.0,0,0,0,0,0,0,0
360,Waluigi 1,Super63,0,3,5,1,2,0,0,5,0,0,0,5,0,3,0,0.0,0,0,0,0,0,0,0
361,Noki(G) 1,Super63,1,2,5,2,0,0,0,2,2,0,0,5,0,1,1,0.0,0,0,0,0,0,0,0
362,King Boo 1,Super63,2,3,5,0,3,0,0,6,3,0,0,5,0,3,0,0.0,0,0,0,0,0,0,0
363,Birdo 1,Super63,3,4,5,4,0,0,0,4,1,0,0,5,0,1,0,0.0,0,0,0,0,0,0,0
364,Shy Guy(Bk) 1,Super63,4,2,4,2,0,0,0,2,1,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
365,Mario 1,Super63,5,1,4,1,0,0,0,1,1,0,0,4,0,0,2,0.0,0,0,0,0,0,0,0
366,Diddy 1,Super63,6,2,4,2,0,0,0,2,0,0,0,4,0,0,0,6.666667,0,4,0,5,1,76,0
367,Dixie 1,Super63,7,2,4,1,1,0,0,3,1,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
368,Toad(P) 1,Super63,8,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
369,Boo 1,Balamb,0,2,3,2,0,0,0,2,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
370,Magikoopa(R) 1,Balamb,1,2,3,2,0,0,0,2,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
371,Wario 1,Balamb,2,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0.0,0,0,0,0,0,0,0
372,Wario 2,Balamb,3,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
373,Dry Bones(G) 1,Balamb,4,1,2,1,0,0,0,1,0,0,0,2,0,0,1,0.0,0,0,0,0,0,0,0
374,Bowser 1,Balamb,5,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
375,Daisy 1,Balamb,6,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
376,Daisy 2,Balamb,7,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2.333333,2,2,0,7,0,29,0
377,Shy Guy(Y) 1,Balamb,8,0,2,0,0,0,0,0,0,0,0,2,0,0,0,4.666667,7,3,0,13,0,69,0
378,Magikoopa(G) 1,Flatbread,0,2,4,2,0,0,0,2,1,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
379,Magikoopa(B) 1,Flatbread,1,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
380,Bowser Jr 1,Flatbread,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
381,Pianta(Y) 1,Flatbread,3,2,3,2,0,0,0,2,0,0,0,3,0,1,0,6.666667,0,3,0,7,1,60,0
382,Toad(P) 1,Flatbread,4,1,3,1,0,0,0,1,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
383,Toadette 1,Flatbread,5,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
384,Birdo 1,Flatbread,6,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
385,Birdo 2,Flatbread,7,2,3,0,1,0,1,6,3,0,0,3,0,2,1,0.0,0,0,0,0,0,0,0
386,Shy Guy(R) 1,Flatbread,8,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
387,Noki(G) 1,Vickless,0,3,3,3,0,0,0,3,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
388,Petey 1,Vickless,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
389,Luigi 1,Vickless,2,1,3,1,0,0,0,1,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
390,Daisy 1,Vickless,3,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
391,Luigi 2,Vickless,4,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
392,Yoshi 1,Vickless,5,1,3,0,1,0,0,2,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
393,Mario 1,Vickless,6,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
394,Paratroopa(G) 1,Vickless,7,1,2,1,0,0,0,1,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
395,Dry Bones(R) 1,Vickless,8,0,2,0,0,0,0,0,0,0,0,2,0,0,0,7.0,4,2,0,9,0,59,0
396,Bro(F) 1,Faceman,0,4,4,3,1,0,0,5,1,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
397,Noki(R) 1,Faceman,1,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
398,Pianta(R) 1,Faceman,2,1,4,1,0,0,0,1,1,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
399,Toadsworth 1,Faceman,3,1,3,1,0,0,0,1,0,0,0,3,0,0,0,6.0,3,1,2,14,0,77,0
400,Peach 1,Faceman,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
401,Toad(G) 1,Faceman,5,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
402,Toadette 1,Faceman,6,1,3,1,0,0,0,1,0,0,0,3,0,1,1,0.0,0,0,0,0,0,0,0
403,Yoshi 1,Faceman,7,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
404,Mario 1,Faceman,8,2,3,2,0,0,0,2,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
405,Dry Bones(G) 1,Cezarito,0,4,4,4,0,0,0,4,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
406,Bowser 1,Cezarito,1,1,3,1,0,0,0,1,0,1,0,4,0,0,0,0.0,0,0,0,0,0,0,0
407,Bowser Jr 1,Cezarito,2,1,4,1,0,0,0,1,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
408,Magikoopa(G) 1,Cezarito,3,3,3,1,2,0,0,5,1,0,0,3,0,1,1,0.0,0,0,0,0,0,0,0
409,Bowser Jr 2,Cezarito,4,1,3,1,0,0,0,1,0,0,0,3,0,0,2,0.0,0,0,0,0,0,0,0
410,Birdo 1,Cezarito,5,2,3,2,0,0,0,2,2,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
411,Petey 1,Cezarito,6,1,2,1,0,0,0,1,0,1,0,3,0,0,0,0.0,0,0,0,0,0,0,0
412,Petey 2,Cezarito,7,1,3,1,0,0,0,1,0,0,0,3,0,1,1,0.0,0,0,0,0,0,0,0
413,Paragoomba 1,Cezarito,8,0,3,0,0,0,0,0,0,0,0,3,0,0,0,7.0,2,2,0,10,0,70,0
414,Waluigi 1,Super63,0,2,3,2,0,0,0,2,0,0,0,3,0,2,0,0.0,0,0,0,0,0,0,0
415,Noki(G) 1,Super63,1,3,3,2,1,0,0,4,1,0,0,3,0,3,0,0.0,0,0,0,0,0,0,0
416,King Boo 1,Super63,2,3,3,1,0,0,2,9,7,0,0,3,0,3,0,0.0,0,0,0,0,0,0,0
417,Birdo 1,Super63,3,3,3,2,1,0,0,4,1,0,0,3,0,2,1,0.0,0,0,0,0,0,0,0
418,Shy Guy(Bk) 1,Super63,4,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
419,Mario 1,Super63,5,2,3,1,0,0,1,5,4,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
420,Diddy 1,Super63,6,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
421,Dixie 1,Super63,7,1,2,1,0,0,0,1,0,0,0,2,0,1,0,2.666667,3,4,0,5,1,35,0
422,Toad(P) 1,Super63,8,1,2,1,0,0,0,1,0,0,0,2,0,1,0,0.0,0,0,0,0,0,0,0
423,Magikoopa(B) 1,Clutch1908,0,2,2,2,0,0,0,2,0,0,0,2,0,1,0,0.0,0,0,0,0,0,0,0
424,Bro(B) 1,Clutch1908,1,1,2,1,0,0,0,1,1,0,0,2,0,1,0,0.666667,6,0,0,8,0,20,0
425,Dry Bones(G) 1,Clutch1908,2,1,2,0,0,1,0,3,2,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
426,Dry Bones(R) 1,Clutch1908,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0
427,Mario 1,Clutch1908,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0
428,Peach 1,Clutch1908,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.333333,7,0,0,8,0,28,0
